0.7220264,0.48928082
0.6162943,0.40405378
0.70535684,0.44577137
0.5789551,0.42492604
0.6438367,0.5739165
0.70173746,0.41943303
0.7202678,0.5224878
0.621503,0.566656
0.593116,0.46535897
0.73443764,0.46114743
0.698489,0.4378258
0.5804935,0.38761875
0.74995416,0.48097205
0.6371252,0.5425616
0.6082405,0.43305838
0.6731693,0.5088487
0.6281808,0.50289303
0.6633224,0.47878978
0.6692356,0.47954202
0.6573131,0.48305976
0.68089604,0.48852128
0.63935256,0.46361277
0.65508914,0.47194678
0.6735112,0.48810887
0.6387333,0.49052975
0.64961857,0.47899213
0.65181404,0.4765422
0.6743017,0.48090005
0.65169513,0.49503985
0.6725816,0.4764188
0.6584181,0.48014265
0.64248127,0.50206524
0.64808863,0.45299473
0.6573306,0.48997378
0.63682044,0.4855856
0.6548612,0.4644573
0.67016906,0.49627626
0.66441584,0.47327968
0.67074585,0.48087662
0.67004037,0.46626553
0.6539235,0.46558353
0.653625,0.495535
0.6564668,0.47079772
0.64194983,0.49931878
0.65658617,0.4633723
0.6287664,0.501674
0.64147073,0.48217973
0.6643585,0.48568285
0.6515264,0.49425957
0.65999335,0.4933467
0.65721416,0.49337736
0.68657273,0.4872364
0.67827016,0.49538276
0.6802869,0.4885635
0.6428643,0.5014607
0.66448015,0.48898733
0.6555253,0.49855626
0.6732846,0.46889496
0.6442648,0.49886394
0.6410499,0.47125804
0.64918303,0.479205
0.6812913,0.509674
0.6598602,0.47367063
0.6539664,0.49818763
0.6496674,0.47399804
0.6517426,0.5013064
0.65516156,0.48519546
0.6687619,0.47297922
0.6481714,0.48941696
0.6583268,0.47463676
0.6612093,0.47162634
0.66236836,0.50525343
0.6758654,0.4870392
0.67727876,0.49218592
0.68563944,0.4747868
0.6334273,0.4913074
0.65005887,0.49035004
0.66745,0.5053849
0.66343874,0.4842139
0.6544076,0.4963935
0.65194297,0.4731951
0.64582074,0.49104676
0.63458174,0.46948072
0.65856373,0.47744292
0.6479626,0.4753501
0.6345902,0.48316014
0.655409,0.4620418
0.67095923,0.49878612
0.6777663,0.5041653
0.6252688,0.49569884
0.6725406,0.48935992
0.65487534,0.4737707
0.66211474,0.47416183
0.6686672,0.4838724
0.6511666,0.50395167
0.6727144,0.5002365
0.66495544,0.4830794
0.6775515,0.47031274
0.68534184,0.4666013
0.65394837,0.47782233
0.6528758,0.46345153
0.65559924,0.47815087
0.6561225,0.46201262
0.6631041,0.49923885
0.6463969,0.4847655
0.6554393,0.4708171
0.63982666,0.49450663
0.6516411,0.47626582
0.65459025,0.48053864
0.66491044,0.4880405
0.6555677,0.49365884
0.6761488,0.4804016
0.65755683,0.48358053
0.6550542,0.49943438
0.64970094,0.48203272
0.6405923,0.4852698
0.6264023,0.49578866
0.6883718,0.4901814
0.6676783,0.4956094
0.6800106,0.4704883
0.64215624,0.4800624
0.6611918,0.4808944
0.64784557,0.48479635
0.6451387,0.48575884
0.6530747,0.48540512
0.65161026,0.46907339
0.6457169,0.5015383
0.6519383,0.4574426
0.6650122,0.5008179
0.6720621,0.47205052
0.67605907,0.4794174
0.6672783,0.49383247
0.65739566,0.47283867
0.6836875,0.48615173
0.66950893,0.4981697
0.6638326,0.4751702
0.6629721,0.49219453
0.66538745,0.49825025
0.66994053,0.4927988
0.6523089,0.4726921
0.65040004,0.4770739
0.688899,0.48752457
0.6408251,0.49928874
0.65406585,0.50262654
0.67691034,0.5063827
0.67744565,0.46632203
0.6588031,0.45605272
0.63774675,0.49816644
0.64478314,0.47005752
0.6471302,0.48712304
0.9576355,0.82057595
0.740752,0.89789796
0.7747816,0.70466554
0.87653697,0.8951445
1.0058063,0.89250845
0.6764995,0.7639223
0.794754,0.8598466
0.8178692,0.72557485
0.86411357,0.8887491
0.77924234,0.8727277
0.95586395,0.939878
0.7671521,0.79099345
1.0111628,0.80641973
0.784919,0.8234929
0.7254292,0.82175064
0.88209873,0.8195425
0.87100667,0.8137109
0.8677349,0.7741701
0.86903036,0.8221006
0.88463885,0.81494814
0.9032163,0.83931124
0.85856414,0.8252783
0.8452244,0.77038115
0.87074244,0.81721365
0.88896716,0.8189923
0.84077907,0.83653635
0.86288065,0.7953712
0.8848236,0.7635469
0.85048074,0.76465505
0.8668658,0.8231411
0.8703165,0.81765336
0.88834107,0.80944383
0.8562969,0.79705906
0.9347379,0.7906225
0.8402055,0.8161535
0.9068241,0.8046468
0.86166686,0.8277381
0.9038266,0.87190163
0.86499196,0.8173536
0.8615469,0.7852701
0.8749965,0.83562815
0.888263,0.8164088
0.88811827,0.8151321
0.91499937,0.82184494
0.8785694,0.8136563
0.8651819,0.81080204
0.86699224,0.7998854
0.87695265,0.79899126
0.87369823,0.78917116
0.85800815,0.8337675
0.8877895,0.7830845
0.8648673,0.82298726
0.85214984,0.8151206
0.9156259,0.7909667
0.86388385,0.76765156
0.8783515,0.80664945
0.8548595,0.8048723
0.85527045,0.7861467
0.851163,0.8220099
0.9069021,0.8223121
0.8569636,0.7665987
0.86814123,0.7698229
0.8683097,0.7853482
0.87759143,0.8005304
0.88659817,0.75604635
0.8498349,0.78016585
0.8714315,0.80972666
0.8615199,0.8023377
0.86112493,0.8036872
0.8684336,0.8225408
0.9073489,0.80700094
0.8750003,0.8026957
0.7940903,0.85964984
0.9023024,0.8151672
0.87772906,0.7717815
0.89518666,0.84238225
0.8691329,0.7781311
0.84002864,0.80360484
0.8842702,0.8315342
0.8607847,0.8105941
0.8943736,0.81872797
0.8821237,0.8006824
0.8389607,0.7986835
0.85930854,0.77685446
0.8788831,0.8172416
0.9034441,0.777601
0.8687404,0.80271924
0.9050381,0.8048379
0.8912723,0.8138062
0.8656785,0.8005736
0.89621186,0.80875075
0.88395584,0.82130957
0.8587121,0.85651684
0.8844106,0.78189933
0.8695139,0.81414264
0.86875004,0.8109201
0.87522894,0.7845845
0.8897801,0.81207126
0.87214595,0.8437047
0.8381473,0.82201946
0.879684,0.7916053
0.88466007,0.7915809
0.8663874,0.7876147
